longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.49,37.54,15.0,3456.0,545.0,1527.0,535.0,6.3256,405422.23,NEAR OCEAN
-119.3,38.26,19.0,3325.0,660.0,750.0,286.0,2.9509,128717.0,INLAND
-121.11,38.04,32.0,1083.0,188.0,471.0,178.0,2.9241,116113.0,INLAND
-117.87,33.61,25.0,2267.0,359.0,866.0,348.0,7.79,351210.08,<1H OCEAN
-118.28,34.04,19.0,460.0,241.0,890.0,229.0,1.6089,175234.0,<1H OCEAN
-117.78,33.69,16.0,4702.0,806.0,2529.0,814.0,5.1299,237950.03,<1H OCEAN
-118.85,35.2,17.0,2783.0,678.0,2566.0,641.0,1.9907,65253.0,INLAND
-121.55,38.51,22.0,2403.0,431.0,1088.0,421.0,3.9,142266.0,INLAND
-118.08,34.11,42.0,2628.0,525.0,1494.0,523.0,3.9464,239752.0,<1H OCEAN
-121.35,38.6,27.0,4314.0,611.0,1662.0,575.0,5.0997,194794.0,INLAND
-122.33,37.58,28.0,2784.0,736.0,1534.0,685.0,3.38,318110.0,NEAR OCEAN
-117.88,33.77,31.0,2549.0,355.0,1044.0,362.0,6.9737,352172.02,<1H OCEAN
-119.84,36.75,34.0,1186.0,300.0,774.0,271.0,1.575,54528.0,INLAND
-118.29,33.96,32.0,3508.0,917.0,2794.0,839.0,1.554,116515.0,<1H OCEAN
-117.87,33.88,24.0,2655.0,702.0,1519.0,708.0,3.3036,198238.0,<1H OCEAN
-118.21,34.65,17.0,4001.0,814.0,2313.0,756.0,3.0441,108701.0,INLAND
-118.11,34.01,22.0,1141.0,332.0,1189.0,321.0,2.2042,164354.0,<1H OCEAN
-122.19,37.75,36.0,1126.0,263.0,482.0,150.0,1.9167,85658.0,NEAR BAY
-118.39,34.21,14.0,2807.0,868.0,2729.0,803.0,2.6667,187402.0,<1H OCEAN
-116.61,33.04,11.0,2522.0,538.0,616.0,269.0,3.875,173557.04,INLAND
-118.15,35.06,15.0,1069.0,296.0,569.0,263.0,2.0441,70708.98,INLAND
-118.49,34.21,25.0,1131.0,449.0,746.0,420.0,1.3565,212885.02,<1H OCEAN
-117.7,33.63,16.0,4428.0,745.0,1525.0,682.0,5.2325,240499.05,<1H OCEAN
-117.29,33.24,5.0,3109.0,634.0,1823.0,578.0,3.1875,168178.03,<1H OCEAN
-121.34,37.96,27.0,1839.0,442.0,2010.0,416.0,2.1284,71488.0,INLAND
-117.01,32.99,8.0,3372.0,430.0,1536.0,448.0,8.4284,395525.06,<1H OCEAN
-117.69,34.07,35.0,3222.0,559.0,1970.0,550.0,3.7083,134479.0,INLAND
-122.07,37.64,25.0,4524.0,860.0,2426.0,862.0,4.7083,226401.01,NEAR BAY
-122.12,37.7,17.0,2488.0,617.0,1287.0,538.0,2.9922,180472.0,NEAR BAY
-120.81,37.53,15.0,570.0,123.0,189.0,107.0,1.875,110457.0,INLAND
-122.45,37.81,52.0,1375.0,322.0,287.0,184.0,3.9028,484466.75,NEAR BAY
-117.21,32.86,26.0,1352.0,202.0,654.0,217.0,5.3693,276251.06,NEAR OCEAN
-117.79,33.68,10.0,2106.0,319.0,1002.0,332.0,8.735,358594.0,<1H OCEAN
-121.81,37.31,14.0,2731.0,578.0,1109.0,551.0,3.1382,202048.0,<1H OCEAN
-118.17,33.98,41.0,428.0,111.0,585.0,139.0,3.1786,136879.0,<1H OCEAN
-122.29,37.89,52.0,2248.0,422.0,870.0,377.0,3.4732,207106.0,NEAR BAY
-118.22,33.98,34.0,2225.0,753.0,2980.0,736.0,1.6685,154009.0,<1H OCEAN
-118.3,34.09,29.0,3245.0,1190.0,3906.0,1102.0,2.1927,234582.02,<1H OCEAN
-118.15,34.2,52.0,1786.0,306.0,1018.0,322.0,4.1518,226705.0,INLAND
-117.23,32.72,38.0,2827.0,581.0,972.0,558.0,3.2361,323367.05,NEAR OCEAN
-117.55,33.87,18.0,8136.0,1584.0,4976.0,1516.0,3.9414,169268.0,INLAND
-117.69,34.01,30.0,2598.0,573.0,2170.0,518.0,2.3,120031.0,INLAND
-121.91,36.62,52.0,1431.0,300.0,657.0,293.0,3.2865,270685.05,<1H OCEAN
-123.22,40.16,27.0,1848.0,449.0,396.0,150.0,2.8472,90552.0,INLAND
-118.14,34.04,43.0,1949.0,464.0,1216.0,457.0,3.3214,208649.0,<1H OCEAN
-119.74,36.75,47.0,2236.0,418.0,1042.0,397.0,2.9545,74048.0,INLAND
-118.18,34.05,38.0,3272.0,731.0,3299.0,726.0,2.8295,148129.0,<1H OCEAN
-122.13,37.68,45.0,2457.0,445.0,1129.0,422.0,4.0588,204828.0,NEAR BAY
-118.23,34.66,25.0,2627.0,387.0,1059.0,338.0,3.6382,129978.0,INLAND
-118.33,33.9,21.0,6603.0,1984.0,5546.0,1745.0,2.6091,198986.0,<1H OCEAN
-122.34,37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,128101.0,NEAR BAY
-118.19,34.03,50.0,1183.0,246.0,851.0,231.0,3.2639,154185.0,<1H OCEAN
-118.38,33.87,23.0,2387.0,418.0,1008.0,415.0,5.8518,325715.03,<1H OCEAN
-122.48,37.64,7.0,120.0,21.0,50.0,27.0,12.5,289203.05,NEAR OCEAN
-122.41,37.79,52.0,2909.0,851.0,1711.0,830.0,3.0296,342438.08,NEAR BAY
-122.22,38.1,44.0,2256.0,451.0,1057.0,426.0,3.1204,128044.0,NEAR BAY
-121.83,37.95,17.0,1133.0,244.0,716.0,235.0,2.875,131427.0,INLAND
-117.71,33.51,12.0,4676.0,698.0,1543.0,598.0,6.379,327276.03,<1H OCEAN
-117.23,33.1,4.0,1862.0,291.0,685.0,248.0,7.745,361961.07,NEAR OCEAN
-121.25,38.67,14.0,6155.0,1034.0,2407.0,941.0,4.2262,170489.0,INLAND
-117.8,33.67,4.0,3345.0,552.0,1525.0,539.0,6.7962,288687.0,<1H OCEAN
-122.0,39.94,27.0,852.0,176.0,464.0,148.0,1.7125,72341.0,INLAND
-120.3,38.9,11.0,1961.0,435.0,113.0,53.0,0.9227,120082.0,INLAND
-121.91,37.31,16.0,2962.0,898.0,1555.0,795.0,2.5804,199904.0,<1H OCEAN
-117.07,32.69,28.0,1485.0,275.0,820.0,283.0,4.069,134449.0,NEAR OCEAN
-117.0,32.8,29.0,2045.0,398.0,912.0,368.0,3.0189,156288.0,<1H OCEAN
-121.32,37.67,21.0,1494.0,271.0,781.0,255.0,4.3015,195690.0,INLAND
-119.23,34.44,34.0,3193.0,664.0,1434.0,627.0,2.4777,213839.0,<1H OCEAN
-122.43,37.77,52.0,2514.0,729.0,1428.0,597.0,2.3977,308981.0,NEAR BAY
-122.02,37.31,35.0,2355.0,384.0,1248.0,378.0,5.9714,327632.0,<1H OCEAN
-121.38,36.84,6.0,3769.0,669.0,2061.0,648.0,4.1875,274110.0,INLAND
-117.28,34.12,47.0,2456.0,611.0,1653.0,512.0,1.3973,74001.0,INLAND
-117.08,33.04,10.0,2577.0,347.0,1193.0,365.0,6.53,285923.0,<1H OCEAN
-120.65,38.42,23.0,1538.0,305.0,730.0,267.0,2.6078,114131.0,INLAND
-121.33,38.68,13.0,5826.0,1411.0,2244.0,1219.0,1.9093,115405.0,INLAND
-117.97,33.75,32.0,1564.0,270.0,973.0,290.0,3.75,178278.0,<1H OCEAN
-121.44,37.75,16.0,2229.0,458.0,1199.0,445.0,3.4821,140125.0,INLAND
-121.51,38.26,52.0,910.0,212.0,429.0,212.0,1.6458,105099.0,INLAND
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,114077.0,NEAR BAY
-122.08,37.65,17.0,5018.0,1439.0,3069.0,1299.0,2.7694,183188.0,NEAR BAY
-122.49,37.78,47.0,2695.0,643.0,1505.0,644.0,3.0877,353869.05,NEAR BAY
-120.42,38.42,18.0,2912.0,663.0,999.0,411.0,2.7344,118957.0,INLAND
-118.13,34.16,52.0,1872.0,357.0,984.0,364.0,4.0,229650.0,<1H OCEAN
-117.01,34.9,36.0,2181.0,555.0,1404.0,492.0,2.3077,55558.98,INLAND
-117.24,32.74,43.0,2216.0,375.0,918.0,388.0,5.5289,394998.3,NEAR OCEAN
-118.15,33.84,29.0,2448.0,354.0,894.0,349.0,7.6526,408453.22,<1H OCEAN
-118.01,33.94,36.0,1921.0,329.0,969.0,327.0,4.9191,221671.0,<1H OCEAN
-118.36,33.94,38.0,2169.0,688.0,3036.0,639.0,2.3125,165579.0,<1H OCEAN
-118.19,33.99,36.0,1273.0,379.0,1398.0,353.0,2.4516,152665.0,<1H OCEAN
-121.9,37.31,52.0,2125.0,431.0,1014.0,443.0,5.8186,405964.21,<1H OCEAN
-118.43,34.29,38.0,1237.0,298.0,1073.0,293.0,3.6726,171578.0,<1H OCEAN
-121.08,38.93,14.0,4239.0,824.0,1729.0,794.0,2.4278,143880.0,INLAND
-122.48,38.9,10.0,304.0,63.0,161.0,61.0,2.1964,114140.0,INLAND
-122.18,37.91,31.0,7200.0,876.0,2428.0,843.0,10.9405,496991.97,NEAR BAY
-121.42,38.6,23.0,3713.0,1078.0,2194.0,1018.0,1.7451,98772.0,INLAND
-117.17,32.72,44.0,626.0,256.0,572.0,229.0,1.5909,150886.0,NEAR OCEAN
-117.88,33.7,18.0,2135.0,373.0,1464.0,405.0,5.4836,248540.01,<1H OCEAN
-120.97,37.73,19.0,3725.0,543.0,1412.0,463.0,5.7476,215349.0,INLAND
-121.63,39.15,16.0,1547.0,418.0,940.0,400.0,1.5613,88072.0,INLAND
-120.27,37.12,42.0,1142.0,236.0,597.0,210.0,1.7279,71332.0,INLAND
-121.96,37.43,18.0,2514.0,578.0,2205.0,545.0,3.3859,222297.0,<1H OCEAN
-118.32,34.17,45.0,3448.0,690.0,1562.0,643.0,4.0648,276819.0,<1H OCEAN
-117.95,33.78,26.0,4115.0,883.0,2184.0,825.0,3.9536,197101.0,<1H OCEAN
-121.87,37.3,14.0,360.0,124.0,134.0,84.0,2.7411,249718.13,<1H OCEAN
-117.23,34.11,22.0,1162.0,221.0,995.0,244.0,2.5875,101438.0,INLAND
-117.96,33.85,36.0,1951.0,365.0,1254.0,358.0,4.8438,191213.0,<1H OCEAN
-122.42,37.79,52.0,2737.0,1241.0,1761.0,1029.0,1.8068,348528.12,NEAR BAY
-120.08,39.23,19.0,1746.0,306.0,251.0,104.0,4.8182,168232.0,INLAND
-118.25,34.02,50.0,180.0,89.0,356.0,76.0,2.1944,123376.0,<1H OCEAN
-119.33,36.19,27.0,418.0,163.0,332.0,141.0,1.0714,58941.0,INLAND
-120.56,35.07,14.0,6788.0,1216.0,2866.0,1036.0,3.3603,222071.0,<1H OCEAN
-117.1,32.58,17.0,2046.0,559.0,1585.0,530.0,2.25,120740.0,NEAR OCEAN
-118.2,34.13,30.0,3369.0,824.0,2032.0,795.0,4.0052,264759.0,<1H OCEAN
-117.22,32.81,24.0,730.0,196.0,335.0,203.0,3.5078,202724.04,NEAR OCEAN
-118.41,34.0,18.0,1307.0,441.0,884.0,456.0,2.9338,339357.14,<1H OCEAN
-119.71,36.81,19.0,1648.0,368.0,557.0,354.0,1.7969,82803.96,INLAND
-118.44,34.06,28.0,3910.0,959.0,1763.0,867.0,5.5,445434.67,<1H OCEAN
-117.97,33.84,34.0,874.0,153.0,549.0,153.0,4.8667,194565.0,<1H OCEAN
-119.63,36.32,36.0,1518.0,287.0,749.0,255.0,2.2333,79377.0,INLAND
-118.53,34.04,45.0,1711.0,264.0,735.0,261.0,9.1078,497751.96,<1H OCEAN
-117.93,34.07,36.0,1207.0,209.0,683.0,213.0,5.3559,226129.0,<1H OCEAN
-117.31,34.08,40.0,2011.0,495.0,1528.0,469.0,1.9375,76640.0,INLAND
-122.44,37.7,6.0,3523.0,664.0,1705.0,608.0,4.9318,247010.0,NEAR OCEAN
-122.04,37.34,23.0,2590.0,725.0,1795.0,680.0,3.16,267722.0,<1H OCEAN
-121.26,38.65,17.0,2655.0,421.0,991.0,384.0,4.6484,174783.0,INLAND
-118.49,34.19,23.0,2087.0,571.0,1809.0,553.0,3.1667,201232.0,<1H OCEAN
-118.29,34.09,35.0,2198.0,998.0,3441.0,912.0,2.0467,214383.0,<1H OCEAN
-122.04,38.24,30.0,2081.0,456.0,1005.0,438.0,1.9954,92339.0,INLAND
-117.82,33.73,24.0,845.0,190.0,482.0,190.0,4.7039,205958.0,<1H OCEAN
-117.81,33.74,24.0,2696.0,649.0,1908.0,626.0,3.3047,168591.0,<1H OCEAN
-117.95,33.7,17.0,5781.0,924.0,2585.0,915.0,5.343,272488.0,<1H OCEAN
-123.82,40.12,33.0,2985.0,591.0,1221.0,486.0,2.087,99275.0,<1H OCEAN
-118.36,33.86,37.0,1249.0,218.0,583.0,214.0,5.7422,336008.08,<1H OCEAN
-118.77,34.28,27.0,1416.0,251.0,1024.0,268.0,5.1074,207947.0,<1H OCEAN
-122.29,37.86,52.0,1665.0,404.0,815.0,372.0,1.9946,161469.0,NEAR BAY
-120.18,36.59,25.0,948.0,198.0,613.0,171.0,2.3026,77564.0,INLAND
-118.02,34.09,24.0,2080.0,514.0,1976.0,478.0,2.6917,177155.0,INLAND
-117.96,33.82,29.0,2176.0,468.0,1632.0,428.0,3.707,183536.0,<1H OCEAN
-120.13,39.06,22.0,2465.0,539.0,381.0,146.0,2.875,141043.0,INLAND
-121.35,38.68,18.0,7923.0,1558.0,3789.0,1473.0,3.5403,124885.0,INLAND
-121.73,36.9,23.0,2392.0,721.0,3074.0,718.0,2.5195,149921.0,<1H OCEAN
-117.18,34.08,28.0,2243.0,399.0,1464.0,379.0,3.2105,101983.0,INLAND
-122.91,39.18,43.0,89.0,18.0,86.0,27.0,2.0208,98652.92,INLAND
-119.74,36.65,19.0,2546.0,463.0,1257.0,418.0,2.9013,73923.0,INLAND
-118.34,33.99,48.0,2225.0,433.0,1170.0,401.0,2.9643,156304.0,<1H OCEAN
-118.13,34.2,45.0,1213.0,206.0,529.0,231.0,5.6629,278278.01,INLAND
-117.17,32.83,24.0,3541.0,530.0,1591.0,530.0,5.3538,236820.0,NEAR OCEAN
-118.5,34.2,42.0,1558.0,322.0,884.0,334.0,2.2304,194980.01,<1H OCEAN
-117.97,33.72,24.0,2991.0,500.0,1437.0,453.0,5.4286,270517.03,<1H OCEAN
-118.39,34.08,27.0,6605.0,1710.0,2665.0,1520.0,3.8088,369296.18,<1H OCEAN
-119.71,36.83,5.0,1087.0,338.0,623.0,362.0,1.8061,91861.0,INLAND
-117.89,33.88,27.0,2091.0,336.0,1037.0,332.0,5.7519,261622.0,<1H OCEAN
-117.19,33.14,12.0,3652.0,923.0,1677.0,728.0,2.3267,142869.0,<1H OCEAN
-114.62,33.62,26.0,18.0,3.0,5.0,3.0,0.536,134396.02,INLAND
-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,200571.03,NEAR BAY
-118.25,33.97,32.0,879.0,257.0,1057.0,230.0,1.6776,104958.0,<1H OCEAN
-122.14,37.72,45.0,1397.0,253.0,555.0,248.0,2.983,179209.0,NEAR BAY
-117.97,34.17,35.0,5005.0,848.0,2112.0,813.0,4.9968,282639.01,INLAND
-122.55,38.42,24.0,2220.0,411.0,894.0,365.0,4.2891,249961.01,<1H OCEAN
-118.22,34.52,7.0,4524.0,735.0,2298.0,717.0,6.5538,257865.0,INLAND
-118.23,34.13,34.0,609.0,149.0,407.0,145.0,4.5766,221406.0,<1H OCEAN
-117.13,32.72,43.0,2160.0,504.0,1221.0,452.0,2.4821,154850.0,NEAR OCEAN
-119.03,35.36,41.0,1944.0,363.0,977.0,388.0,3.9097,95258.0,INLAND
-122.41,37.8,52.0,3278.0,775.0,1279.0,709.0,5.4378,439552.58,NEAR BAY
-122.46,37.72,37.0,1833.0,388.0,1093.0,363.0,3.0703,252148.0,NEAR OCEAN
-118.07,33.93,5.0,906.0,187.0,1453.0,158.0,4.125,161140.0,<1H OCEAN
-121.82,37.28,33.0,2873.0,489.0,1946.0,475.0,5.0709,235161.03,<1H OCEAN
-121.9,36.58,31.0,1431.0,,704.0,393.0,3.1977,279904.03,NEAR OCEAN
-117.94,34.15,33.0,859.0,144.0,421.0,138.0,4.4821,227853.0,INLAND
-121.3,38.13,26.0,2256.0,360.0,937.0,372.0,5.0528,164235.0,INLAND
-118.36,34.06,39.0,2810.0,670.0,1109.0,624.0,3.25,378181.16,<1H OCEAN
-118.23,34.14,33.0,2865.0,864.0,2061.0,790.0,2.6268,189507.0,<1H OCEAN
-119.72,34.43,27.0,984.0,299.0,777.0,313.0,2.5694,261154.0,<1H OCEAN
-121.76,36.75,21.0,1141.0,257.0,671.0,195.0,3.8424,240420.01,<1H OCEAN
-117.09,32.74,23.0,3130.0,779.0,2472.0,744.0,2.32,121511.0,NEAR OCEAN
-118.19,34.04,39.0,1074.0,323.0,1613.0,308.0,2.3015,147662.0,<1H OCEAN
-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,266059.0,<1H OCEAN
-118.09,33.96,20.0,1911.0,472.0,1407.0,465.0,2.7647,163611.0,<1H OCEAN
-119.9,37.49,13.0,2230.0,443.0,920.0,361.0,3.0,112595.0,INLAND
-117.49,33.64,3.0,8874.0,1302.0,3191.0,1027.0,6.8588,307174.0,<1H OCEAN
-121.36,38.01,16.0,926.0,230.0,451.0,198.0,4.0221,135217.0,INLAND
-117.35,34.16,36.0,1717.0,348.0,1054.0,279.0,2.4444,89169.0,INLAND
-118.35,33.8,19.0,6224.0,1105.0,3152.0,1076.0,5.9541,330307.09,<1H OCEAN
-117.2,32.84,34.0,3353.0,544.0,1583.0,571.0,4.55,219018.0,NEAR OCEAN
-118.46,34.32,10.0,5777.0,1112.0,2917.0,1056.0,4.1514,228851.01,<1H OCEAN
-121.6,37.13,14.0,9483.0,1361.0,4108.0,1281.0,7.5,363397.0,<1H OCEAN
-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194,227670.0,<1H OCEAN
-121.72,38.0,7.0,7957.0,1314.0,4460.0,1293.0,4.9618,165993.0,INLAND
-117.99,33.73,24.0,2104.0,421.0,1181.0,414.0,3.8365,205293.0,<1H OCEAN
-121.85,37.33,16.0,2987.0,874.0,4241.0,841.0,2.8024,176725.0,<1H OCEAN
-117.93,33.62,33.0,1890.0,416.0,859.0,329.0,4.5658,398555.43,<1H OCEAN
-120.02,36.8,25.0,1270.0,255.0,1050.0,245.0,2.1618,64513.0,INLAND
-122.38,37.58,52.0,1704.0,226.0,671.0,243.0,8.4704,484103.82,NEAR OCEAN
-117.84,33.74,22.0,6072.0,1802.0,4715.0,1666.0,3.1353,172852.0,<1H OCEAN
-117.98,33.77,7.0,2252.0,570.0,1576.0,550.0,3.6333,166228.0,<1H OCEAN
-122.59,37.97,46.0,4036.0,856.0,1872.0,833.0,4.5625,324023.04,NEAR OCEAN
-119.35,35.59,14.0,2719.0,502.0,1497.0,457.0,3.176,83416.0,INLAND
-121.24,39.22,14.0,983.0,163.0,399.0,161.0,2.2917,115611.0,INLAND
-117.96,34.08,28.0,2831.0,552.0,2330.0,557.0,3.9741,186417.0,<1H OCEAN
-117.7,33.64,15.0,5743.0,773.0,2380.0,773.0,8.1926,359412.0,<1H OCEAN
-117.65,34.04,28.0,2360.0,607.0,2623.0,592.0,2.5048,114406.0,INLAND
-121.9,38.02,5.0,1560.0,369.0,1037.0,372.0,3.6154,140834.0,INLAND
-118.07,33.99,41.0,1204.0,252.0,1002.0,248.0,3.0577,163837.0,<1H OCEAN
-118.28,33.99,49.0,2174.0,481.0,1861.0,484.0,1.7159,101891.0,<1H OCEAN
-117.89,33.83,35.0,2984.0,446.0,1435.0,455.0,5.6276,254677.0,<1H OCEAN
-119.35,36.42,18.0,1115.0,193.0,1742.0,176.0,2.7969,69252.0,INLAND
-122.3,37.55,35.0,3675.0,735.0,1930.0,715.0,3.9833,318275.04,NEAR OCEAN
-118.16,34.7,33.0,2918.0,494.0,1365.0,478.0,4.8787,190038.0,INLAND
-122.48,38.48,29.0,2278.0,397.0,765.0,322.0,4.6379,269972.0,INLAND
-119.73,36.52,20.0,1741.0,331.0,1466.0,289.0,2.5921,69136.0,INLAND
-122.25,37.53,16.0,4428.0,664.0,1677.0,623.0,7.6864,405733.05,NEAR BAY
-118.37,34.07,52.0,1084.0,247.0,468.0,255.0,3.4286,410193.09,<1H OCEAN
-118.04,33.85,24.0,2233.0,347.0,1162.0,355.0,5.6094,263090.0,<1H OCEAN
-116.95,32.74,7.0,2722.0,578.0,1429.0,574.0,3.9583,167341.0,<1H OCEAN
-122.58,38.1,22.0,11872.0,2300.0,5600.0,2200.0,4.6463,245670.0,NEAR BAY
-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,370029.14,<1H OCEAN
-118.25,33.92,44.0,1137.0,235.0,747.0,225.0,2.0,97274.0,<1H OCEAN
-117.29,34.14,52.0,1683.0,266.0,646.0,256.0,4.0481,140365.0,INLAND
-119.49,37.1,24.0,2532.0,555.0,1564.0,507.0,2.3359,94384.0,INLAND
-122.7,38.45,26.0,2011.0,557.0,855.0,530.0,1.125,165209.0,<1H OCEAN
-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086,316670.08,<1H OCEAN
-117.27,34.24,34.0,3687.0,756.0,941.0,367.0,2.875,98880.0,INLAND
-121.27,38.12,44.0,2356.0,482.0,1043.0,443.0,2.4949,94912.0,INLAND
-119.72,34.42,31.0,1524.0,383.0,1257.0,398.0,2.6019,234256.0,NEAR OCEAN
-119.54,36.51,36.0,49.0,7.0,28.0,2.0,4.625,145680.0,INLAND
-118.41,33.97,44.0,2298.0,388.0,849.0,360.0,5.5941,385832.15,<1H OCEAN
-120.85,37.51,15.0,1131.0,285.0,728.0,281.0,1.5531,106318.0,INLAND
-122.42,37.75,52.0,1207.0,302.0,1008.0,269.0,3.3816,258932.0,NEAR BAY
-118.28,33.98,47.0,865.0,193.0,782.0,217.0,2.2411,117607.0,<1H OCEAN
-118.27,33.82,39.0,1357.0,249.0,763.0,229.0,4.25,188875.0,<1H OCEAN
-117.01,32.73,22.0,2526.0,530.0,1556.0,529.0,2.8646,136264.0,NEAR OCEAN
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,218226.0,NEAR BAY
-118.44,33.88,35.0,2020.0,451.0,724.0,399.0,6.6494,470906.47,NEAR OCEAN
-118.35,33.85,35.0,1248.0,206.0,551.0,185.0,5.6426,325995.0,<1H OCEAN
-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,101774.0,NEAR BAY
-118.43,34.16,41.0,2050.0,478.0,850.0,490.0,3.4208,344779.06,<1H OCEAN
-118.3,33.93,29.0,2228.0,396.0,1140.0,352.0,3.7969,172111.0,<1H OCEAN
-121.28,38.53,18.0,224.0,38.0,95.0,41.0,3.1042,129149.0,INLAND
-117.27,33.0,36.0,2426.0,454.0,1085.0,420.0,5.1523,346282.21,NEAR OCEAN
-122.41,37.63,35.0,865.0,226.0,602.0,217.0,3.0,254342.02,NEAR OCEAN
-117.18,32.76,8.0,3694.0,997.0,1297.0,807.0,3.6492,220832.01,NEAR OCEAN
-118.45,33.99,45.0,1132.0,269.0,654.0,264.0,4.5673,347780.01,<1H OCEAN
-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,166850.0,<1H OCEAN
-121.34,38.59,22.0,3273.0,480.0,1151.0,463.0,8.05,336092.01,INLAND
-118.64,34.22,16.0,4312.0,574.0,1902.0,574.0,8.4438,426697.14,<1H OCEAN
-117.94,33.88,46.0,1747.0,312.0,770.0,296.0,5.4217,279720.06,<1H OCEAN
-121.98,37.27,25.0,3075.0,564.0,1633.0,543.0,5.2528,289619.0,<1H OCEAN
-117.02,32.73,22.0,5201.0,865.0,3280.0,817.0,4.7952,170939.0,NEAR OCEAN
-118.09,34.15,45.0,1345.0,356.0,749.0,327.0,2.8007,223331.0,INLAND
-122.52,37.89,17.0,4363.0,1041.0,1640.0,989.0,3.9531,342998.01,NEAR BAY
-117.24,34.14,6.0,2383.0,606.0,1301.0,488.0,3.016,111723.0,INLAND
-118.58,34.21,27.0,2209.0,353.0,1034.0,344.0,4.7125,230953.0,<1H OCEAN
-118.02,33.92,34.0,2169.0,418.0,1169.0,406.0,3.2222,183789.0,<1H OCEAN
-117.82,33.82,22.0,3173.0,372.0,1181.0,355.0,8.3637,369564.0,<1H OCEAN
-117.87,33.84,23.0,1678.0,369.0,912.0,347.0,4.5,213922.0,<1H OCEAN
-122.45,38.01,36.0,4501.0,832.0,2196.0,800.0,4.3182,292635.01,NEAR BAY
-117.69,36.13,25.0,1709.0,439.0,632.0,292.0,1.7868,84779.98,INLAND
-118.18,34.03,26.0,859.0,255.0,835.0,232.0,1.1929,174304.01,<1H OCEAN
-122.44,37.78,37.0,1235.0,314.0,481.0,297.0,3.6875,378312.02,NEAR BAY
-117.99,34.08,35.0,1032.0,207.0,954.0,191.0,2.8906,152518.0,INLAND
-119.63,34.4,29.0,3865.0,814.0,1266.0,613.0,6.0069,401695.26,<1H OCEAN
-122.62,38.24,33.0,1369.0,280.0,758.0,246.0,4.0341,196937.0,<1H OCEAN
-122.33,38.29,14.0,3541.0,499.0,1577.0,459.0,5.3351,217572.0,NEAR BAY
-119.82,36.79,35.0,1474.0,291.0,709.0,294.0,2.6522,74576.0,INLAND
-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534,194997.01,<1H OCEAN
-122.53,37.87,20.0,1814.0,282.0,658.0,253.0,7.9977,407618.04,NEAR BAY
-118.26,33.91,39.0,967.0,256.0,903.0,256.0,1.9038,98619.0,<1H OCEAN
-121.92,37.28,27.0,3028.0,486.0,1284.0,498.0,4.5833,303077.0,<1H OCEAN
-120.46,37.29,30.0,2972.0,635.0,1940.0,590.0,2.3594,83070.0,INLAND
-121.97,36.97,24.0,3665.0,870.0,1954.0,833.0,2.8036,232813.0,NEAR OCEAN
-117.16,32.73,52.0,1863.0,559.0,906.0,493.0,1.9203,166311.0,NEAR OCEAN
-118.19,33.78,24.0,225.0,72.0,439.0,71.0,2.8533,216338.02,NEAR OCEAN
-117.11,32.69,39.0,395.0,159.0,620.0,162.0,2.725,113555.0,NEAR OCEAN
-117.88,33.82,17.0,2247.0,705.0,1382.0,618.0,3.8631,198498.0,<1H OCEAN
-122.48,37.69,43.0,2661.0,455.0,1384.0,456.0,4.2421,253961.0,NEAR OCEAN
-118.15,34.17,36.0,930.0,280.0,1024.0,300.0,1.0846,192878.07,<1H OCEAN
-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3.0461,167086.01,<1H OCEAN
-116.22,33.73,38.0,1695.0,352.0,1279.0,305.0,2.1217,65597.0,INLAND
-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,143064.0,INLAND
-120.71,37.38,14.0,1979.0,432.0,1756.0,382.0,2.6923,93520.0,INLAND
-121.36,37.99,8.0,1801.0,380.0,684.0,350.0,4.2589,166734.0,INLAND
-117.3,33.23,13.0,3619.0,791.0,1759.0,806.0,2.765,137309.0,<1H OCEAN
-118.15,33.94,37.0,1594.0,321.0,1003.0,323.0,3.3289,203990.0,<1H OCEAN
-118.11,34.15,40.0,1950.0,509.0,1038.0,438.0,2.6172,199963.01,<1H OCEAN
-117.1,32.74,30.0,1772.0,500.0,1389.0,447.0,2.3641,115188.0,NEAR OCEAN
-122.67,38.33,4.0,8072.0,1606.0,4323.0,1475.0,3.9518,195286.0,<1H OCEAN
-118.14,34.06,37.0,1339.0,258.0,706.0,238.0,4.7569,225263.0,<1H OCEAN
-118.27,34.0,43.0,1638.0,434.0,1213.0,390.0,1.3403,107247.0,<1H OCEAN
-118.31,33.67,42.0,1297.0,246.0,611.0,242.0,5.3074,364084.19,NEAR OCEAN
